course_id,course_name,description_clean,keywords,industry,level
95727,Applied Information Systems Practicum,Course description available on Heinz website,['applied information systems'],information systems,advanced
95736,Advanced Relational Database Management,"This course will review and identify the advanced technology requirements of relational database management systems. It is expected that students have a strong foundation of RDBMs knowledge, skills, and abilities, including relational algebra, the relational model, normalization, and structure query language. This course will have a technology component and an advanced topics component. Within the technology component, the student will learn and use several products: Oracle Data Modeler for database modeling, PL/SQL for creating program units that use SQL, and Oracle Enterprise Manager and/or Tool for Oracle Application Developers (TOAD) for managing and Oracle RDBMS and program units. Within the advanced topics component, we will use some of our class sessions to review and discuss readings in topics like RDBMS -vs- NoSQL databases, database security, database administration, distributed databases, object-oriented databases, data mining and warehousing, grid computing, introduction to New SQL databases, OLTP, and database uses for the web.","['advanced rdbms', 'relational algebra', 'relational model', 'normalization', 'sql', 'oracle data modeler', 'plsql', 'oracle enterprise manager', 'toad', 'rdbms vs nosql']",information systems,advanced
95737,NoSQL Database Management,"This course will explore the origins of NoSQL databases and the characteristics that distinguish them from traditional relational database management systems. Core concepts of NoSQL databases will be presented, followed by an exploration of how different database technologies implement these core concepts. We will take a closer look at 1-2 databases from each of the four main NoSQL data models (key-value, column family, document, and graph), highlighting the business needs that drive the development and use of each database. Finally, we will present criteria that decision makers should consider when choosing between relational and non-relational databases and techniques for selecting the NoSQL database that best addresses specific use cases.","['nosql databases', 'relational vs non-relational', 'database models', 'key-value', 'column family', 'document', 'graph', 'business needs', 'database selection']",information systems,advanced
95743,Cybersecurity Policy and Governance I,"Across the board, IT managers in government and industry are concerned with regulatory compliance. This course is designed to introduce students to key Information Security industry and government policies, regulations and standards. The course is structured to familiarize students with base standards, like NIST, and more specific regulatory requirements, and to help students understand how those requirements are met, using frameworks, controls and training. The goal of this course is provide students with an understanding of how to develop an organization's information security policy and procedures to comply with government and industry regulations. This course is for graduate students seeking to work or manage an information security and privacy department.","['cybersecurity', 'policy', 'governance', 'compliance', 'nist', 'regulations', 'standards', 'information security', 'procedures']",information systems,advanced
95744,Cybersecurity Policy and Governance II,"The ability to secure information within a modern enterprise is a growing challenge. Threats to information security are global, persistent, and increasingly sophisticated. Long gone are the days when managers could hope to secure the enterprise through ad hoc means. Effective information security at the enterprise level requires participation, planning, and practice. Fortunately, the information security community has developed a variety of resources, methods, and best practices to help modern enterprises address the challenge. However, employing these tools demands a high degree of commitment, understanding, and skill¿attributes that must be sustained through constant awareness and training. An essential part of the information security plan is cyber security policy - this includes the written plans for how the enterprise IT assets will be protected. This course provides students with information on the origin of cyber security policy, governance structures for policy creation, selection and implementation of policy, and audit and control functions to ensure compliance and efficacy. Students will be exposed to the national and international policy and legal considerations related to cybersecurity and cyberspace such as privacy, intellectual property, cybercrime, homeland security (i.e., critical infrastructure protection) and cyberwarfare, and the organizations involved in the formulation of such policies. Broader technology issues also are discussed to demonstrate the interdisciplinary influences and concerns that must be addressed in developing or implementing effective national cybersecurity laws and policies.","['cybersecurity policy', 'governance', 'information security', 'policy creation', 'compliance', 'privacy', 'intellectual property', 'cybercrime', 'homeland security', 'critical infrastructure']",information systems,advanced
95746,Cloud Security,"In the age of disruption, digitally transformed products and services have enabled more significant innovation, faster go-to-market, and reduced capital expenditure. Behind a majority of these technological advancements is the cloud. As a 260 billion dollar industry, with growth expected to rise 14% by 2025, organizations are adopting the public cloud at increasing rates. This increased adoption of cloud computing has adversely affected security practices that are not fully transferable from on-premise security programs. This course will provide a foundational understanding of what is required to secure a cloud ecosystem, regardless of the vendor. The concepts and principles that will be discussed will help bridge the gaps between traditional and cloud architectures while accounting for the shifting thought patterns involving enterprise risk management. Students that successfully complete this course will be able to enter into any organization that is utilizing the cloud and immediately bring value to the infrastructure and security teams.","['cloud security', 'cloud ecosystem', 'security practices', 'vendor neutral', 'risk management', 'infrastructure security', 'enterprise risk', 'cloud adoption']",information systems,advanced
95748,Software and Security,"This course exposes students with limited exposure to programming and software engineering development foundational concepts to enable further understanding of the challenges of insecure and vulnerable software. Students are exposed to basic programming constructs (such as variables, control structures, data structures, programming syntax) as well as the basic principles of object-oriented programming languages. The course also surveys the types of threats and vulnerabilities inherent in software and the origins of these deficiencies. A brief overview of secure coding concepts, principles and techniques are provided to students to provide exposure to how software can be made more secure and resilient and how security can be part of overall software development process.","['programming constructs', 'software vulnerabilities', 'software development process', 'threat analysis', 'deficiency origins', 'software security', 'coding principlesextract to']",information systems,advanced
95749,Cryptography,"This course emphasizes the practical employment of crytography. Topics include: *Techniques used to design cryptographic mechanisms (block and stream ciphers, hash algorithms, digital certificates, and others) * How these mechanisms have been incorporated into modern security technologies *Practical application of these methods to incorporate security into cyber activities","['cryptography', 'cryptographic mechanisms', 'block ciphers', 'stream ciphers', 'hash algorithms', 'digital certificates', 'security technologies', 'cyber activities', 'practical application', 'modern security']",information systems,advanced
95755,Information Security Risk Management: Information S RISK MANAGEMENT I,"This course examines risk management practices and principles to improve information security. The course provides education on information security risk identification, evaluation, and related response decisions given resource constraints. Students will learn foundational concepts in risk management and economic valuation and will be introduced to standard risk management approaches for identifying, analyzing, responding, and monitoring risks. Both qualitative and quantitative approaches will be examined.","['risk management', 'information security', 'risk identification', 'risk evaluation', 'risk response', 'resource constraints', 'economic valuation', 'qualitative approaches', 'quantitative approaches', 'monitoring risks']",information systems,advanced
95758,Network and Internet Security,"This course emphasizes practical employment of network security. Topics in this course will provide: - A working knowledge of the need to design networks to - properly support an organization, - properly accommodate networking protocols, and properly secure an organization's cyber assets through its network infrastructure","['network security', 'cyber assets', 'network infrastructure', 'networking protocols', 'organizational support', 'network design', 'practical employment', 'cybersecurity', 'organizational needs']",information systems,advanced
95759,Malicious Code Analysis,"The ability to develop well instrumented networks, policies, and processes are directly correlated to ones understanding of malicious code, such that it has become a requisite for any decision maker operating within a modern enterprise. Just as necessary is the ability to effectively consume and produce actionable intelligence on malicious code. This course aims to provide students with a deeper understanding of the various tactics, techniques, and procedures found when analyzing malware. Students will also develop an appreciation for the technical challenges presented by malware and how to employ strategic detections and mitigations to meet today's threat.","['malicious code', 'malware analysis', 'tactics', 'techniques', 'procedures', 'actionable intelligence', 'network security', 'threat detection', 'mitigation']",information systems,advanced
95760,Decision Making Under Uncertainty,"This course provides an introduction to modeling and computational methods used by policy-makers, managers and analysts to support decision-making. The first half of the course focuses on deterministic optimization, and covers linear programming, network optimization and integer programming. The second half of this course introduces risk and uncertainty, and includes methods to characterize uncertainty and methods to optimize decisions under uncertainty. Examples are drawn from a variety of domains where these decision-making methods can provide value for business and policy, such as transportation, energy, health care, manufacturing, supply chain management, etc. The readings, lectures, homework assignments and exams will help you develop modeling skills, computational skills, and analytical skills. Modeling skills involve translating a problem into a well-defined mathematical framework, using little more than pen and paper. Computational skills involve solving your model on a computer program. In this course, all applications will be done in Excel. Analytical skills involve critically interpreting a model and translating results into insights for decision-making. All three are important!","['uncertainty', 'optimization', 'computational methods', 'deterministic', 'risk', 'modeling', 'network optimization']",information systems,advanced
95762,Decision Modeling,"This course is one of several Heinz College courses in analytics and management science that survey a variety of hands-on quantitative modeling methods that are useful for making better evidence-based decisions. They are tailored for particular programs but overlap considerably, so students cannot take courses from more than one of these sequences because they overlap so much. This course covers multicriteria decision making (MCDM), optimization, Monte Carlo decision making, risk-return tradeoffs, decision analysis, and forecasting. Considerable emphasis is placed on understanding the strengths and limitations of each method and so when to use which. Relative to other parallel courses, more time is spent discussing how to exploit the complementary strengths of automated vs. human decision making and how to integrate multiple objectives or attributes, both quantifiable and non-quantifiable.","['analytics', 'management science', 'optimization', 'monte carlo', 'risk-return', 'decision analysis']",information systems,advanced
95765,Information Security Thesis,A major feature of the curriculum is the integrating information security group project. Students may focus on any of the areas constituting information security such as privacy and confidentiality network security information assurance application security survivable systems cyber security or information security policy. The integrating project offers students the opportunity to apply what they have learned about information security in formal courses to construct solutions for complex real-world security problems. Projects are based on industry problems and allow students to gain experience in analyzing user needs and developing comprehensive solutions....,"['information security', 'group project', 'real-world problems', 'privacy', 'confidentiality', 'network security', 'information assurance', 'application security', 'survivable systems', 'cyber security']",information systems,advanced
95767,Cybersecurity for Artificial Intelligence & Machine Learning,"Advancements in Artificial Intelligence (AI) and Machine Learning (ML) have allowed for a surge in adoption of AI & ML solutions to address problems across numerous domains. With this rising reliance on AI & ML in many organizations, it is critical that such systems are protected from malicious activities. This course will discuss AI & ML cybersecurity issues, explore case studies of AI & ML cyber incidents, present AI & ML adversarial techniques, and demonstrate secure design approaches to protect AI & ML systems. With an emphasis on machine learning, the course will focus on secure machine learning systems development approaches and secure machine learning operations (MLOps). Students are expected to have knowledge of fundamental statistics and the ability to program in Python.","['ai cybersecurity', 'ml cybersecurity', 'ai ml incidents', 'adversarial techniques', 'secure design', 'machine learning security', 'ml ops', 'ml cy']",information systems,advanced
95771,Data Structures and Algorithms,95-771 is a one-semester 12-unit course which covers the fundamental data structures and algorithms for information processing. The course uses the Java programming language to illustrate the concepts covered; students are expected to code their assignments in Java. Students enrolled in the course must have a prior background in programming (course work or practical experience). Students with an adequate grasp of programming should have little difficulty learning the Java constructs required to do their assignments. It should be emphatically noted that this is not a Java programming course. With the exception of some initial background information the course does not focus on the Java language itself and students who have not studied Java are responsible for acquiring any additional required skills outside of class. Students without adequate programming preparation should consider taking an additional programming course as a pre-requisite or co-requisite to this course....,"['data structures', 'algorithms', 'programming preparation', 'java constructs', 'pre-requisite course', 'co-requisite course', 'programming assignments', 'java language']",information systems,advanced
95788,Developing Blockchain Use Case,"Blockchains, or distributed ledger and consensus technologies, hold tremendous promise for improving markets and organically handling private, secure data. As CMU develops its own blockchain and token---CMU Coin---a central concern is to determine the set of applications that such technology would be most useful for. This course is designed for students to propose and, potentially, develop applications or use cases for a campus blockchain. http://tinyurl.com/cmucoincourse The course begins with a brief introduction to blockchain using Bitcoin as an example of a blockchain protocol. We will examine the market failure Bitcoin was intended to resolve as well as the role of cryptography and distributed systems in enabling this new technology to create societal value. The course will go on to discuss the boundaries of the role of cryptography in blockchain. Next, we will use these tools to evaluate existing, real-world blockchain use cases with an eye towards developing our own applications of these emerging technologies. Along the way, we will learn practical development skills in distributed ledger technologies to understand blockchain programming and application development. Finally, students will propose their own blockchain use cases for CMU's own proprietary blockchain. No formal prerequisites, but familiarity with programming is highly recommended.","['blockchain', 'distributed ledger', 'consensus', 'cryptography', 'bitcoin', 'use cases', 'development', 'cmu coin', 'markets', 'private data']",information systems,advanced
95796,Statistics for IT Managers,"This introductory course in data analysis and statistical inference requires no background in statistics. Its objective is to provide individuals who aspire to enter management or policy analysis positions with the basic statistical tools for analyzing and interpreting data. The course is divided into three distinct modules: descriptive statistics, statistical inference, and regression analysis. The emphasis of the classes on descriptive statistics is the calculation and interpretation of summary statistical measures for describing raw data. The sessions on statistical inference are designed to provide you with the background for executing and interpreting hypothesis tests and confidence intervals. The final component of the course focuses on regression analysis, a widely used statistical methodology. Throughout the course you will regularly analyze data relevant to management and policy analysis using the Excel statistical software package.","['data analysis', 'statistical inference', 'regression analysis', 'descriptive statistics', 'excel', 'management', 'policy analysis', 'confidence intervals']",information systems,advanced
95799,Linux and Open Source,"This course covers the Linux operating system, its related applications, and the Open Source Software (OSS) model. Emphasis is on how Linux is different from other systems. Note example syllabus may be from online or on-campus Mini. Topics and general structure are the same, quiz and participation grading vary between online or on-campus.","['linux', 'operating system', 'open source software', 'oss model', 'system differences', 'application', 'syllabus', 'online', 'on-campus']",information systems,advanced
95807,Object-Oriented Programming for Managers,"The course provides an overview of computer programming concepts and object-oriented thinking using the Java programming language. Students will be introduced to general programming concepts such as loops and recursions as well as the specific object-oriented themes of methods, classes, and inheritance. The goal is for the student to cultivate an appreciation and understanding of the impact of these concepts and themes on the management of large-scale software development projects. ""This free CMU OLI course is recommended prior to 95-807: https://oli.cmu.edu/courses/introduction-to-programming-in-java-o-f/.""","['programming concepts', 'loops', 'recursions', 'methods', 'classes', 'inheritance', 'software development', 'large-scale projects']",information systems,advanced
95819,"A/B Testing, Design and Analysis","This course looks at how A/B testing helps measure causal effects across different industries and fields of public policy studies. We aim at answering questions such as: how does the demand for a product change when the price does or the ratings do? how can we anticipate how sales and profits change if the firm changes its business strategy? how can we measure whether introducing technology in schools, universities and/or classrooms affects the performance of students? Many companies and Governmental Agencies ask and try to answer questions of this type every day. Moreover they are now also actively seeking tools that can take advantage of big datasets to answer these questions as well as skillful individuals that know how to use them confidently. This course introduces fundamental concepts to correctly ask this type of question. We study frameworks to measure causal effects and we discuss their pros and cons. Every tool is discussed in the context of a specific example that students work on using real world datasets. Significant effort is placed on understanding how to design randomized experiments to measure causal effects. We also discuss the most common challenges that arise when trying to design such experiments in the wild. The concepts and tools discussed in this course are general in nature and can be applied in different settings. The examples discussed in class will be mostly drawn from our own work at Heinz College on the media industry and education policy. Lectures are 3 hours long. In the first half of each lecture we go over concepts related to A/B testing and what to do when A/B tests are unavailable. The discussion is based on the ideas and intuition behind these concepts. In the second half of each lecture we go over specific examples -- we study several real-world datasets and the code used to analyze them properly. Student evaluation is based on five weekly homeworks and a brief team term project.","['causal effects', 'randomized experiments', 'big data', 'education policy', 'media industry', 'experimental design', 'data analysis', 'policy studies', 'business strategy']",information systems,advanced
95828,Machine Learning for Problem Solving,"Machine Learning (ML) is centered around automated methods that improve their own performance through learning patterns in data, and then using the uncovered patterns to predict the future and make decisions. ML is heavily used in a wide variety of domains such as business, finance, healthcare, security, etc. for problems including display advertising, fraud detection, disease diagnosis and treatment, face/speech recognition, automated navigation, to name a few. ""If I had an hour to solve a problem I'd spend 55 minutes thinking about the problem and 5 minutes thinking about solutions."" -- Albert Einstein ""A problem well put is half solved."" -- John Dewey This course provides graduate students with a comprehensive and practical grounding in modern machine learning. The goal is to build a strong intuitive understanding of machine learning concepts, models, and workflows; anchored in real-world applications rather than abstract theory. ""All models are wrong, but some models are useful."" -- George Box Because there is no universally best model, this course surveys a wide range of machine learning methods and learning paradigms, each offering distinct tradeoffs in speed, accuracy, and interpretability. The curriculum progresses from classical supervised learning—covering linear and logistic regression, decision trees, ensemble methods, kernel, and nonparametric models—to modern deep learning architectures, including neural networks, CNNs, RNNs, LSTMs, transformers, and diffusion models. The course also explores unsupervised learning techniques such as clustering, anomaly detection, and dimensionality reduction, and concludes with machine learning on specialized data modalities, including tabular, graph, temporal, text, and image data. See linked URL for full course description.","['automated methods', 'data patterns', 'prediction', 'business', 'finance', 'healthcare', 'security']",information systems,advanced
95835,Time Series Forecasting in Python,"Time Series Forecasting is something of a dark horse in the field of data science. It is one of the most applied data science techniques in business - used extensively in finance, in supply chain management, and in production and inventory planning. Moreover, it has a well established theoretical grounding in statistics and dynamic systems theory. Yet, it retains something of an outsider status in data science compared to more recent and popular machine learning methods such as image recognition and natural language processing. Consequently, Time Series Forecasting gets little or no treatment at all in introductory data science and machine learning courses. This course is intended to provide a comprehensive introduction to forecasting methods without deep diving into the theoretical details behind each method. Although, the references at the end of each week will fill in many of those details. The course is intended for the following three audiences. Graduate students studying in STEM or business fields. People doing forecasting in business who may not have had any formal training in the area. MBA students doing a data elective. Also relevant for those studying public policy, healthcare management, and related disciplines.","['data science', 'finance', 'supply chain', 'statistics', 'dynamic systems', 'introductory course', 'forecasting methods']",information systems,advanced
95844,Introduction to Cyber Intelligence,"CCyber intelligence; a phrase often used, but interpreted by government agencies, private companies, and the general public in many different ways. For the purpose of this course, cyber intelligence is the acquisition and analysis of information to identify, track, and predict cyber capabilities, intentions, and activities to offer courses of action that enhance decision making. Students will explore different aspects of the definition to develop an analytic framework capable of discerning the interdependencies of and external influences on cyber intelligence, as it relates to an organization's environment, data gathering, functional analysis, strategic analysis, and decision making. Cyber intelligence will be explored within the context of threat modeling and the cyber kill chain. Students will learn how traditional intelligence practices and emerging technologies influence cyber intelligence; empowering students to assess the likelihood of cyber threat actors executing attacks, the impact attacks have on an organization's business, and the risk threats pose because of an organization's known vulnerabilities.","['cyber intelligence', 'information acquisition', 'cyber capabilities', 'cyber kill chain', 'intelligence practices', 'emerging technologies', 'threat actors', 'organizational vulnerabilities']",information systems,advanced
95851,Making Products Count: Data Science for Product Managers,"Product managers engage in a variety of complex activities critical to product success including -Gathering product requirements -Prioritizing features -Forecasting customer demand -Customer segmentation -Pricing -Allocating marketing spend -Identifying buying patterns -Analyzing and responding to customer feedback Historically decisions in these areas have often relied on intuition and guesswork, leading to misjudgment of the market and other key factors, and ultimately, product failures. Developments in data science, combining the increasing availability of data from internal and external sources with new algorithms that exploit that data at scale, offer new possibilities for putting product management decisions on a more quantitative and rigorous footing. Students in this course will be introduced to a variety of data science techniques applicable to activities to which product managers typically contribute. These techniques include preference modeling, time series forecasting, regression, clustering, classification, A/B testing, and analytics for unstructured data, including clickstreams, text, speech, and images. This course is for students who are looking for an intro to applying data science to product management. Backgrounds in basic stats, and some programming experience are required. Hands-on exercises in Python will illustrate the concepts, but please note this is not a Python class; students who are unfamiliar with Python will be given access to online tutorials to build up their Python skills. In-class exercises and weekly assignments will mainly focus on data science techniques and their application to decision making at various stages of the product life cycle. In the final project, students will select from a variety of data sets to address a product management issue in more depth, from framing the problem through modeling to communicating results. Students cannot take this course as pass/no pass.","['data science', 'product management', 'customer segmentation', 'python', 'time series', 'regression', 'classification']",information systems,advanced
95862,Current Topics in Privacy Seminar,"In this seminar course students will discuss recent papers and current public policy issues related to privacy. Privacy professionals from industry, government, and non-profits will deliver several guest lectures each semester.","['privacy', 'current issues', 'public policy', 'guest lectures', 'industry', 'government', 'non-profits', 'recent papers', 'discussion']",information systems,advanced
95864,AI Model Development,"Description coming soon... This is a core class for AIM students and they will receive priority for enrollment. If seats remain after AIM students are registered, those on the waitlist will be invited.","['ai model development', 'aim students', 'enrollment priority', 'course registration']",information systems,advanced
95865,Unstructured Data Analytics,"Companies, governments, and other organizations now collect massive amounts of data such as text, images, audio, and video. How do we turn this heterogeneous mess of data into actionable insights? A common problem is that we often do not know what structure underlies the data ahead of time, hence the data often being referred to as ""unstructured"". This course takes a practical approach to unstructured data analysis via a two-step approach: We first examine how to identify possible structure present in the data via visualization and other exploratory methods. Once we have clues for what structure is present in the data, we turn toward exploiting this structure to make predictions. Many examples are given for how these methods help solve real problems faced by organizations. Along the way, we encounter many of the most popular methods in analyzing unstructured data, from modern classics in manifold learning, clustering, and topic modeling to some of the latest developments in deep neural networks for analyzing text, images, and time series. We will write lots of Python code and also work with Amazon Web Services (AWS) for cloud computing.","['unstructured data', 'data analysis', 'exploratory methods', 'deep neural networks', 'text', 'images', 'time series']",information systems,advanced
95866,Advanced Business Analytics,"Growth in Web 2.0 coincides with the growth in firms¿ ability to collect large customer data. Firms know micro level data about customer transactions and have an ability to correlate such data with other datasets. In this course, we will learn powerful but simple probability/statistical models that can be applied to fit these data to generate useful predictions. The course will go beyond pattern detections, clustering, or correlation in data to build models of plausible consumer behavior that generates the data. Thus the goal is to build a ¿model¿ of consumer behavior and apply this model to data to test how accurate this model is and tweak it if necessary. Most importantly, with such a model in hand, we want to predict how outcomes will change if the firm changed its strategy. Thus a key goal of the course is to teach students a model based approach to prediction.","['advanced business analytics', 'web', 'customer data', 'probability models', 'statistical models', 'consumer behavior', 'data prediction', 'model-based approach']",information systems,advanced
95874,Agile Methods,"Businesses must compete in new ways for growth and relevancy, driven by rapidly expanding digital innovation and complexity. As a result, organizations have become reliant upon an ability of their people and leaders to embrace continuous change for strategic gain while delivering continuous, incremental value. This explains the shift industry is making to Agile Methods; replacing outdated ways of organizing and managing software development and delivery. In this course we learn the history of agile methods, we explore Kanban, DevOps and, more deeply, the Scrum Framework, as it is the most popular and sits at the root of most every enterprise framework used to ""scale agility"" throughout large organizations. Agile Methods is the perfect course for entrepreneurially-minded professionals having career aspirations within any departmental functions (such as Product Management, Product Development, Human Resources, Sales & Marketing, Finance, Supply Chain, etc.) and wanting to learn through practical application how organizations deliver continuous value and embrace continuous change. For a full description, please read the linked course URL.","['agile methods', 'continuous change', 'continuous value', 'digital innovation', 'software development', 'devops', 'scrum framework', 'enterprise framework', 'large organizations']",information systems,advanced
95878,Engineering Privacy in Software,"With the advent of privacy legislation, such as the European Union's General Data Protection Regulation (GDPR) and California's Consumer Privacy Act (CCPA), as well as growing consumer privacy concern, there is expanded interest in privacy engineering tools that identify and mitigate privacy harms arising from digital technology use. In this course we will first explore existing frameworks for identifying and classifying privacy threats during software system development. We will then discuss implementations of existing privacy-enhancing technologies and how they can be used in real-world applications. This course is lecture-based and includes a semester-long project in which students will develop a solution to a privacy problem utilizing existing privacy-enhancing technologies.","['gdpr', 'ccpa', 'privacy threats', 'software development', 'privacy-enhancing technologies', 'real-world applications', 'lecture-based']",information systems,advanced
95881,Web Application Development,"Heinz web courses are a mix of business, technology and analytics. The focus of this web course will be on the development of content-based web products with a focus on front-end programming. Programming in HTML and JavaScript will combine traditional software development combined with cutting-edge Generative AI tools. AI-assisted development platforms will be overviewed to help generate code, debug errors, and experiment with advanced techniques. Web applications should leverage analytics-based insights to adapt to their users. Approaches that we will cover includes the instrumentation of a web page to capture user behavior. We will analyze data indicators as an approach to characterize users. This will allow our development to be driven by the ability to personalize the web application experience. At the same time, the course will detail how the web application is used as input to search and advertising engines which use analytics to drive users, and what to do to optimize results. To accomplish all this, AI will be used to streamline your coding process, inspire creativity, and accelerate problem-solving.","['web application development', 'html', 'javascript', 'generative ai', 'ai-assisted development', 'user behavior', 'personalization', 'analytics', 'search engines']",information systems,advanced
95883,Ethical Penetration Testing,"This course will introduce students to professional penetration testing by teaching offensive tactics along with the appropriate methodologies and responsibilities it takes to ethically attack systems. The majority of time will be spent in hands-on labs performing reconnaissance, discovering vulnerabilities, developing exploits, and carefully penetrating targets. Undergraduate students should register for the cross-listed undergraduate course 95-483.","['offensive tactics', 'methodologies', 'responsibilities', 'reconnaissance', 'vulnerabilities', 'exploits', 'penetration', 'hands-on labs']",information systems,advanced
95885,Data Science and Big Data,"From empirical, to theoretical, to computational science, we are at the dawn of a new revolution---a fourth paradigm of science driven by data. Like archaeological remnants, data, by its very nature, is a marker of what happened in the past. How can data be used to better understand this past and what is happening in the present? How can data be leveraged to forecast what will happen in the future? Better still, how can data be used to mold what should happen in the future? In this course we will study descriptive, predictive, and prescriptive methods by which data can be used to gain insight and inform actions of people and organizations. The real excitement of data science is in the doing. This is an application oriented course requiring skill in algorithmic problem solving. We will use Python based data science tools. Comfort in the Pythonic way of thinking is required as demonstrated by a graded of C or better in one or more of the following courses: 95-880 Python for Developers 95-888 Data Focused Python 95-828 Machine Learning for Problem Solving 95-865 Unstructured Data Analytics If you've taken 15-688 Practical Data Science, due to the significant overlap in these classes, we will not be able to register you for 95-885. *95885 can not be taken as grade options of pass/fail or auditing. Course needs to be taken for a letter grade. *To satisfy the prerequisite, students must take one (1) of the courses listed below.","['data science', 'big data', 'descriptive', 'predictive', 'prescriptive', 'insight', 'action', 'python', 'algorithmic']",information systems,advanced
95888,Data Focused Python,"This seven-week course focuses on the fundamentals of computer programming using the Python 3 interpreted programming language. Students will develop their problem-solving skills using the top-down procedural decomposition approach to build real-world based software applications. Pupils will also learn the basics of the software development lifecycle: planning, development, testing, implementation and maintenance. Assignments will include weekly homework and bi-weekly fundamental checkpoint quizzes, top-down approach programming projects within a capstone object-oriented data focused project. Learners will study how to build professional, user-friendly computer programs applicable to realworld applications in an IT-modeled environment. Students who complete 95-888 should not go on to take 90-812 Introduction to Programming with Python or 90-819 Intermediate Programming with Python. If you have already completed 90-812 or 90-819, you should not register for this course.","['top-down approach', 'software development lifecycle', 'development', 'implementation', 'maintenance', 'capstone project']",information systems,advanced
95889,Applied Threat Analysis,"The role of Cyber Threat Analysts is to aggregate and fuse disparate data sources to provide actionable information to decision makers in industry as well as both the federal and civilian government. More and more these sectors are relying on analysts who have a deep understanding of the ecosystem and the risks contained therein to better understand the cyber threats that they are facing. This course seeks to provide a richer context and a basis for understanding the evolving nature of cyber threats. This class will discuss the relationship between vulnerabilities, exploits, and malware. In addition this class will also explore the value of host based or network indicators and other indicators of compromise. Finally we will discuss the continuum of threat actors and why sometimes the greatest threat is from within.","['cyber threat analysts', 'data aggregation', 'actionable information', 'decision makers', 'federal government', 'civilian government', 'cyber threats', 'vulnerabilities', 'exploits', 'malware']",information systems,advanced
95891,Introduction to Artificial Intelligence,"Driven by the combination of increased access to data, computational power, and improved sensors and algorithms, artificial intelligence (AI) technologies are entering the mainstream of technological innovation. These technologies include search, computer vision, and natural language processing The course begins by describing artificial intelligence and provide some examples of AI applications to place developments in the field in historical perspective. We will then do a deep dive into some of the applications underlying search, several varieties of machine learning, computer vision, and natural language processing. The course concludes with a discussion of ethical implications of AI, and a glimpse into potential futures of AI. Exercises will include hands-on application of basic AI techniques as well as selection of appropriate technologies for a given problem and anticipation of design implications. In a final project, groups of students will have the option either of applying natural language processing techniques, or of critically evaluating a recent development in AI (of their choice) by applying published techniques to new data. Students cannot audit this course or take it pass/no pass.","['ai', 'technological innovation', 'data', 'computational power', 'sensors', 'algorithms', 'search', 'computer vision']",information systems,advanced
95897,Machine Learning Technologies,"This course offers a foundational introduction to the principles, methodologies, and applications of modern machine learning (ML); from foundational principles to cutting-edge methods across diverse data modalities. It is organized into three broad parts. Part I focuses on the foundations of supervised learning, emphasizing classical models such as linear and logistic regression, decision trees, and ensemble methods. The goal is to equip students with the understanding of the ML workflow, model evaluation, and generalization principles. Core concepts such as bias-variance tradeoff, interpretability, uncertainty, robustness, and fairness are introduced early, preparing students to think critically about model performance and reliability. This part also introduces the contemporary learning paradigms including self-supervised, semi-supervised, active, meta, continual, reinforcement, and federated learning to showcase the diverse settings under which ML is developed. Building on this foundation, Part II introduces modern models including neural networks and advanced architectures such as convolutional, recurrent, and attention-based models. Finally, Part III focuses on ML techniques for specialized data modalities—tabular, graph, temporal, text, and image data—and their practical applications such as forecasting, recommendation, fraud detection. By the end of the course, students will have a comprehensive understanding of both the theoretical underpinnings and the practical considerations involved in designing and applying machine learning techniques.","['foundations', 'models', 'evaluation', 'generalization', 'bias-variance', 'interpretability', 'uncertainty', 'robustness']",information systems,advanced
95900,Internship,*Open to all MISM students who have completed 2 semesters of course work. The internship option unique to the MISM program offers MISM students the opportunity to supplement their regular academic program with valuable practical experience. Students may intern with a company that: (1) corresponds to a field of interest or specialization area pre- existing within the MISM program and (2) represents a variety of industry sectors including consulting software companies finance and other types. Positions may also vary from IT managers to security consultants to business analysts to applications engineers and others. As the line between old economy and the new economy becomes less defined the integration of strong information technology skills communications skills and training in organizational management and strategy issues is becoming very important. Getting involved with important projects and real issues is the ultimate learning experience. By working in a professional environment students will solidify their knowledge gained in MISM coursework. This working knowledge of technology will help students to capitalize on trends that can impact business regardless of industry. For the academic component of the course students must clearly define their internship goals and requirements and work out the details with the faculty advisor assigned to the internship course. These goals must satisfy those requirements as defined and agreed upon by the faculty advisor. The requirements may vary from case to case. It may be useful to be in contact with the faculty advisor to discuss the internship and related professional issues before/during/after the internship....,"['mism', 'internship', 'practical experience', 'mism program', 'industry sectors', 'it managers', 'security consultants', 'business analysts', 'applications engineers', 'professional environment']",information systems,advanced
